"bf","race2","income","educ","female","age","partyid","region","vote1a","vote2a","vote1b","vote2b","pt"
"Non-Recipient","Afro-Brazilian",2,3,0,57,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,1,44,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",2,1,1,65,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Other",2,2,1,18,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,0,68,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,0,42,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,36,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,3,0,58,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,3,0,45,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Other",1,1,1,66,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,1,43,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,4,0,20,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,3,0,23,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",1,3,1,34,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",3,2,0,35,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",1,1,1,76,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,0,34,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient",NA,3,2,1,54,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,3,1,35,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Other",2,1,0,69,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,2,0,54,1,"Sountheast",0,1,NA,"Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,53,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,34,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,29,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,40,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,1,64,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,1,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,18,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,3,1,34,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient",NA,2,2,1,64,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,32,1,"Sountheast",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",1,NA,0,71,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",5,2,1,63,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,27,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",1,2,1,76,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,2,1,24,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,0,59,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,60,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",NA,3,0,57,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,1,1,47,1,"Sountheast",0,1,NA,"Opposition",0
"Recipient","Afro-Brazilian",3,3,0,53,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,1,79,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,1,45,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,33,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,38,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,1,36,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,63,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,0,78,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,1,75,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,3,1,28,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,28,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,35,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,1,32,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,1,55,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,2,1,54,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,47,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,4,0,22,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,1,52,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,50,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,1,47,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,0,49,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,1,0,79,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,2,0,49,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,44,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,28,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,1,1,57,1,"Sountheast",0,1,NA,"Opposition",0
"Non-Recipient","Afro-Brazilian",4,3,1,24,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,0,21,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,0,32,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,22,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,42,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,32,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,37,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,5,0,80,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",4,4,0,61,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,1,1,72,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,1,55,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,44,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,2,0,58,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,57,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,0,67,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,27,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,2,1,43,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,53,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,40,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,0,42,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,0,58,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,1,23,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,1,39,1,"Sountheast",1,0,"Opposition",NA,0
"Recipient","Afro-Brazilian",4,3,0,25,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,43,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,0,47,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,1,72,2,"Sountheast",1,1,"Incumbent","Incumbent",1
"Non-Recipient","Other",2,4,1,25,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Other",4,4,1,29,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,4,1,62,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,1,28,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,0,31,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,1,0,48,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,2,0,34,1,"Sountheast",0,1,NA,"Incumbent",0
"Recipient","Afro-Brazilian",4,3,1,24,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,4,0,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,74,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,57,1,"Sountheast",0,1,NA,"Incumbent",0
"Non-Recipient","Other",5,5,0,66,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,45,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,1,67,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,0,58,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,3,1,41,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,39,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,1,41,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,NA,0,65,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",1,1,1,57,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",2,2,1,62,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,3,0,49,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",1,2,1,53,2,"Sountheast",1,1,"Incumbent","Incumbent",1
"Non-Recipient","Other",2,3,1,32,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",1,2,1,50,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",1,2,1,63,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",1,3,0,23,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,2,0,34,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",1,3,0,37,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,0,41,1,"Sountheast",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,29,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,49,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",1,3,1,60,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,0,49,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,1,38,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,3,0,34,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,4,0,60,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,36,2,"Sountheast",1,1,"Incumbent","Incumbent",1
"Non-Recipient","Afro-Brazilian",2,2,0,37,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,4,0,51,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,2,0,43,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,21,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,1,0,54,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,0,38,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,33,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,38,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,2,0,43,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,45,2,"Sountheast",1,1,"Opposition","Opposition",1
"Non-Recipient","Other",4,1,0,65,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",7,3,1,23,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,27,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,0,52,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,1,54,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,0,63,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,2,0,62,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,1,54,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,4,0,42,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,23,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,44,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,NA,1,70,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,2,0,36,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,0,43,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,57,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,37,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,3,1,36,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,28,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,45,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,0,73,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,31,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,4,0,38,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,52,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,1,42,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,46,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,27,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,28,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,1,67,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,0,43,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,22,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,60,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,30,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,0,25,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,3,0,34,1,"Sountheast",1,0,"Opposition",NA,0
"Non-Recipient","Other",4,3,1,21,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,3,1,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",5,5,1,43,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",1,3,0,46,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,1,0,41,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,4,0,42,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,1,0,62,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",2,3,1,26,1,"Sountheast",0,NA,NA,NA,0
"Non-Recipient","Other",1,1,0,59,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,1,1,47,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,2,1,19,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient",NA,4,4,1,55,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,80,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,3,1,34,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",4,2,0,75,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,0,18,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,1,1,72,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,4,0,48,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,4,1,44,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",NA,1,1,67,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",1,2,0,23,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,2,0,32,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,1,53,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,43,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,2,1,29,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,1,18,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,2,0,36,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,3,0,57,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,4,1,40,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient",NA,4,3,0,85,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,4,1,55,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,3,1,68,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,69,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,1,36,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",6,4,1,38,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,3,0,47,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,0,33,2,"Sountheast",1,1,"Incumbent","Incumbent",1
"Recipient","Other",4,3,1,20,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,1,1,42,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",1,2,1,38,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,3,1,48,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",1,2,1,61,1,"Sountheast",0,1,NA,"Opposition",0
"Non-Recipient","Other",3,2,1,73,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Other",3,2,1,52,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,0,32,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",3,3,0,36,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,1,39,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,0,70,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,0,34,1,"Sountheast",0,0,NA,NA,0
"Recipient","Other",3,4,0,46,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,1,29,1,"Sountheast",0,0,NA,NA,0
"Recipient","Other",2,2,0,35,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,4,1,35,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",4,4,0,29,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,1,55,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,3,1,18,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,37,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,2,0,53,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,1,70,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,4,1,31,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",1,3,1,20,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,2,0,31,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,3,1,22,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",NA,3,1,19,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,1,1,52,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,2,0,42,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,3,0,34,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,0,55,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,2,0,29,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,1,1,53,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,1,1,59,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,1,0,55,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",6,3,1,29,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,2,1,51,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",NA,4,0,29,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,1,0,62,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,4,1,34,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,5,1,42,1,"Sountheast",1,1,"Incumbent","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,40,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,4,1,34,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",3,4,1,32,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,3,0,18,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,43,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,1,23,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,0,36,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,0,61,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,0,23,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",7,4,0,54,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,34,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,0,63,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,4,0,53,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,4,0,29,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,1,33,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",1,1,1,25,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,28,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,1,28,1,"Sountheast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",1,3,1,24,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,3,0,31,1,"Sountheast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",NA,3,0,27,1,"Sountheast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,58,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,0,69,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,37,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,3,1,39,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,67,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,51,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,1,52,1,"Sountheast",1,0,"Opposition",NA,0
"Non-Recipient",NA,2,3,1,20,1,"Sountheast",1,1,"Opposition","Incumbent",0
